entity,ids
( PCI ) bus,391
( PCI ) card,391
( PCI ) bridge,391
Peripheral Component Interconnect ( PCI ) bus,391
Peripheral Component Interconnection ( PCI ) protocol,391
( PCI ) express,391
PCI®,391
PCI Bus,391
Peripheral Component Interconnect ( PCI ) .,391
( PCI ) protocol,391
Peripheral Component Interface ( PCI ) card,391
( PCI ) Bus,391
Component Interconnects ( PCI ) bus,391
( PCI ) devices,391
( PCI ) or,391
Component Interconnect ( PCI ) express,391
( PCI ) standard,391
Component Interconnect ( PCI ) bus,391
PCI .,391
Peripheral Component Interconnect ( PCI ) architecture,391
Component Interconnect ( PCI ) interface,391
"( PCI ) ,",391
( PCI ) buses,391
RC - IGBT .,393
RC - IGBT ( Reverse Conducting Insulated Gate Bipolar Transistor ) in,393
IGBT ( RC - IGBT ) having,393
RC - IGBTs .,393
RC - IGBTs,393
RC - IGBT,393
( RC - IGBT ) having,393
LDO,394
LDOs,394
LDO .,394
DLC,396
"( e . g . , DLC ) .",396
"Diamond Like Carbon ( DLC ) ,",396
DLC .,396
"Carbon ( DLC ) ,",396
LAMEE .,397
LAMEEs,397
( LAMEE ) arranged,397
LAMEE,397
( LAMEE ) can,397
Energy Exchanger ( LAMEE ) as,397
"( DIW ) ,",398
( DIW ) which,398
DIW .,398
DIW,398
( DIW ) .,398
"( ISO ) ,",401
( ISO ) is,401
ISO .,401
ISO,401
ISO ( International Organization for Standardisation ) and,401
"International Organization for Standardization ( ISO ) ,",401
( IBE ) may,402
( IBE ) in,402
IBE,402
( IBE ) could,402
( IBE ) .,402
IBE .,402
( IBE ) is,402
"( IBE ) ,",402
( IBE ) or,402
( IBE ) and,402
KOH .,403
KOH,403
BARC,404
BARC .,404
BARCs,404
CFL,405
( CFL ) are,405
( CFL ) .,405
( CFL ) and,405
"( CFL ) ,",405
CFLs,405
CFL .,405
Apple iOS,408
iOS™,408
Apple® iOS,408
iOS,408
iOS .,408
iOS®,408
"( e . g . , of the IHS 100 ) ,",409
IHS 100 .,409
"( e . g . , of the IHS 100 ) .",409
IHS 100,409
NICs,410
"( NIC ) ,",410
NIC,410
( NIC ) (,410
( NIC ) to,410
NIC .,410
( NIC ) .,410
( NIC ) having,410
( NIC ) of,410
AIMD .,411
AIMDs .,411
( AIMDs ) .,411
( AIMD ) .,411
AIMDs,411
( AIMD ) and,411
AIMD,411
German,414
Germans,414
German .,414
MCC .,415
Motor Control Center ( MCC ) or,415
MCC,415
Motor Control Center ( MCC ) .,415
Motor Control Center ( MCC ) in,415
"( e . g . , HBM ) and",417
HBM .,417
HBM,417
"( HBM ) ,",417
HBMs,417
( ECR ) to,418
( ECR ) .,418
( ECR ) that,418
ECR,418
"( ECR ) ,",418
( ECR ) etc,418
ECR .,418
ECR ( Electron Cyclotron Resonance ) etc,418
( ECR ) s,418
"( UFS ) ,",419
UFS .,419
UFS,419
( UFS ) or,419
PBS,420
( PBS ) .,420
( PBS ) with,420
PBS .,420
( DMC ) to,421
( DMC ) at,421
DMC .,421
DMC,421
( DMC ) .,421
( DMC ) may,421
( DMC ) (,421
( DMC ) was,421
( DMC ) =,421
( DMC ) :,421
( DMC ) and,421
( DMC ) in,421
"( DMC ) ,",421
( DMC ) were,421
( ESS ) process,422
"( ESS ) ,",422
Energy Storage System ( ESS ) continued,422
"( ESS® ) ,",422
Energy Storage System ( ESS ) for,422
ESS,422
ESSs,422
Energy Storage System ( ESS ) in,422
( ESS ) .,422
Energy Storage Systems ( ESS ) in,422
( ESSs ) include,422
( ESS ) may,422
"( e . g . , of the ROIC ) to",423
ROIC .,423
Integrated Circuit ( ROIC ) for,423
ROICs,423
"( ROIC ) ,",423
ROIC,423
Chip ( FISC ) over,425
FISC .,425
Chip ( FISC ) may,425
FISC,425
Chip ( FISC ) is,425
"( e . g . , VSS ) .",426
VSS .,426
VSS,426
"Indium Arsenide ( InAs ) ,",431
InAs .,431
InAs,431
LBAWs,434
LBAW .,434
LBAWs .,434
LBAW,434
RPCVD,435
"( RPCVD ) ,",435
RPCVD .,435
( DHF ) may,440
DHF .,440
( DHF ) .,440
"( DHF ) ,",440
( DHF ) and,440
"( here , DHF ) ad",440
( DHF ) to,440
DHF,440
( DHF ) ;,440
( DHF ) etc,440
( DHF ) or,440
( DHF ) is,440
( DHF ) (,440
SiOCN,441
SiOCN .,441
"( SiOCN ) ,",441
( LCM ) or,442
LCM,442
LCM .,442
BMCs,444
"Baseband Management Controller ( BMC ) ,",444
BMC .,444
( BMC ) that,444
( BMC ) or,444
"( BMC ) ,",444
BMC,444
"MoCA ( Multimedia over Coax Alliance ) ,",445
MoCA,445
Multimedia over Coax Alliance ( MoCA ) .,445
Complementary Metal - Oxide - Semiconductor ( CMOS ) image,446
( CMOS ) image,446
Complementary Metal Oxide Semiconductor ( CMOS ) image,446
"( IDC ) ,",447
IDCs,447
"International Data Corporation ( IDC ) , Worldwide",447
IDCs .,447
IDC,447
PCIE,448
"Peripheral Component Interconnect Express ( PCIE ) ,",448
Coff,450
( Coff ) .,450
Coff .,450
( Coff ) of,450
( Wheatstone ) bridge,451
Wheatstone,451
Wheatstone Bridge,451
SoundWire,452
SoundWire℠,452
MONOS ( Metal - Oxide - Nitride - Oxide - Semiconductor ) type,453
MONOS,453
TOSAs,455
TOSA .,455
TOSA,455
( OCA ) for,458
OCAs,458
( OCA ) .,458
OCA,458
OCA .,458
"( OCA ) ,",458
EDV,460
Electric Drive Vehicles ( EDVs ) often,460
EDV .,460
HRTF .,462
( HRTF ) ;,462
HRTF,462
SOI FET .,466
SOI FET,466
( EDS ) and,467
"( EDS ) ,",467
Dispersive Spectroscopy ( EDS ) was,467
( EDS ) .,467
( EDS ) of,467
( EDS ) was,467
Dispersive Spectroscopy ( EDS ) system,467
( EDS ) with,467
EDS .,467
Spectroscopy ( EDS ) .,467
( EDS ) (,467
EDS,467
Fowler - Nordheim FN,470
Fowler - Nordheim,470
Fowler - Nordheim ( F - N ) tunnel,470
( Fowler - Nordheim ) tunnel,470
Fowler - Nordheim Tunneling .,470
Fowler - Nordheim Tunneling,470
Fowler - Nordheim ( FN ) tunnel,470
( DAF ) by,471
( DAF ) may,471
DAF ( Die Attach Film ) .,471
( DAF ) and,471
DAFs,471
( DAF ) for,471
( DAF ) is,471
( DAF ) .,471
DAF .,471
( DAF ) in,471
( DAF ) or,471
( DAF ) (,471
( DAF ) used,471
DAFs .,471
DAF,471
"Die Attach Film ( DAF ) ,",471
( DAF ) made,471
"( DAF ) ,",471
"Disks ( DVDs ) ,",472
"( DVD ) , HD - DVD ,",472
Disks ( DVD ) or,472
DVD - RW,472
( DVD - ROM ) .,472
DVDs,472
"DVD - RAM , DVD",472
"DVD - Rs , DVD",472
"Digital Video Disk ( DVD ) ,",472
"DVD ( Digital Video / Versatile Disk ) ,",472
"DVD - R ( DVD Recordable ) ) , DVD - R DL ( DVD - R Dual Layer ) , DVD",472
DVD RAM,472
DVD ROMs,472
"Digital Versatile Disk ( DVD ) ,",472
"DVD ( Digital Versatile Disc ) ,",472
DVD - ROMs,472
"DVD - R ,",472
DVD - ROM drive,472
"DVD - Rs ,",472
Digital Video Disc ( DVD ) .,472
"( DVD - ROM ) ,",472
Disk ( DVD ) player,472
Digital Video Disk ( DVD ) player,472
"DVD - ROM ,",472
"DVD - ROM , DVD - RAM , DVD",472
"( DVD ) ,",472
Disk ( DVD ) or,472
"CD - R , DVD",472
"CD - ROM , DVD - ROM ,",472
Density Digital Versatile Disc ( HD - DVD ) optical,472
"CD - ROM , DVD - ROM or",472
DVD,472
Disks ( DVDs ) .,472
"CD - ROM or DVD - ROM ,",472
DVD - ROM Digital,472
"Disk ( DVD ) ,",472
DVD - ROM disks,472
"CD - ROM , DVD",472
"Digital Versatile Disc ( DVD ) ,",472
"DVD - RAM ,",472
Digital Versatile Disc ( DVD ) and,472
DC - DC converter,473
DC - DC converters,473
Cells ( MBC ) .,474
MBC .,474
Cells ( MBCs ) that,474
MBC,474
"Cell ( MBC ) ,",474
MBCs,474
Cell ( MBC ) ”,474
Cell ( MBC ) memory,474
"( FDA ) ,",476
FDA,476
FDA .,476
PoE,477
Ethernet ( PoE ) technology,477
Ethernet ( PoE ) .,477
PoE .,477
Power over Ethernet ( PoE ) system,477
Ethernet ( PoE ) system,477
IEEE PoE,477
Power over Ethernet ( PoE ) systems,477
PoE 802 . 3,477
Ethernet ( PoE ) with,477
Power over Ethernet ( PoE ) technology,477
"( BMU ) ,",478
BMUs,478
BMU .,478
BMU,478
( GMR ) and,479
GMR,479
Magneto - Resistive ( GMR ) sensing,479
"( GMR ) ,",479
GMR .,479
HJFET,482
HJFETs,482
( HJFET ) devices,482
( DMD ) .,483
DMDs,483
"( DMD ) ,",483
DMD .,483
( DMD ) an,483
( DMD ) to,483
( DMD ) or,483
"( DMDs ) ,",483
( DMDs ) .,483
DMD,483
( DMD ) is,483
DMD ( Digital Micromirror Device ) that,483
"DMD ( Digital Micromirror Device ) ,",483
OES,486
OES ( Optical Emission Spectroscopy ) device,486
OES .,486
( RTA ) .,487
( RTA ) at,487
RTA,487
( RTA ) is,487
IZO,488
IZO .,488
"( IZO ) ,",488
( one example being IZO ) may,488
SATA,490
( SATA ) standard,490
SATA ( Serial Advanced Technology Attachment ) interface,490
Serial ATA ( SATA ) interface,490
"ATA ( SATA ) ,",490
( SATA ) interface,490
SATA .,490
ATA ( SATA ) interfaces,490
Serial - ATA ( SATA ) protocol,490
TMDC,491
TMDCs,491
( TMDCs ) are,491
Applied Materials®,493
"( Applied Materials , Inc . ) for",493
"Applied Materials , Inc",493
Applied Materials Inc .,493
Applied Materials,493
"Applied Materials , Inc .",493
Applied Materials .,493
"( Applied Materials , Inc . ) or",493
( CGL ) has,494
"( CGL ) ,",494
( CGL ) is,494
CGL,494
CGL .,494
( CGL ) :,494
( LiTFSI ) are,495
LiTFSI .,495
LiTFSI,495
"( LiTFSI ) ,",495
International Electrotechnical Commission ( IEC ) .,498
International Electrotechnical Commission ( IEC ) or,498
IEC .,498
IEC,498
"International Electrotechnical Commission ( IEC ) ,",498
International Electrotechnical Commission ( IEC ) and,498
International Electrotechnical Commission ( IEC ) to,498
MESA,502
MESA .,502
MESAs,502
Nafion®,503
"( Nafion , manufactured by du Pont ) was",503
( Nafion ) and,503
Nafion,503
Nafion® .,503
Nafion .,503
IEEE .,504
Institute of Electrical and Electronics Engineers ( IEEE ) .,504
Institute of Electrical and Electronics Engineers ( IEEE ) and,504
"Institute of Electrical and Electronics Engineers ( IEEE ) ,",504
IEEE,504
"Institute of Electrical and Electronic Engineers ( IEEE ) ,",504
( SISIP ) may,506
SISIP .,506
SISIP,506
Interposer ( SISIP ) on,506
Kitchen,507
Kitchen ”,507
“ Kitchen,507
“ Kitchen .,507
Kitchen .,507
ISU,508
ISU .,508
and ISU,508
"Celgard ( Charlotte , N . C . ) .",511
Celgard LLC .,511
"Celgard , LLC .",511
Celgard .,511
Celgard,511
Celgard LLC,511
Celgard #,511
Celgard®,511
"Celgard , LLC ( Charlotte , N . C . ) .",511
FISIP,512
( FISIP ) may,512
FISIP .,512
Interposer ( FISIP ) .,512
( DFF ) .,516
DFF .,516
( DFF ) and,516
DFF,516
Lambertian .,519
Lambertian,519
Majorana,520
Majorana .,520
Majoranas,520
Epitaxy ( MBE ) .,523
MBE,523
( MBE ) .,523
MBE .,523
"Epitaxy ( MBE ) ,",523
"( MBE ) ,",523
( MBE ) is,523
UWB,524
Ultra Wide Band ( UWB ) .,524
"Ultra - Wide - band ( UWB ) ,",524
UWB .,524
Band ( UWB ) .,524
Ultra - WideBand ( UWB ) technology,524
Film ( COF ) of,526
Chip On Flex ( COF ) with,526
COF,526
"Chip On Film ( COF ) ,",526
COF .,526
Google Android,527
Google® Android®,527
Android OS .,527
Android™,527
Android® OS,527
Android OS,527
Android,527
Android®,527
"IP Multimedia Subsystem ( IMS ) ,",528
"( IMS ) ,",528
( IMS ) .,528
IMS,528
Periodic Table of the Elements,530
IUPAC Periodic Table of Elements,530
Periodic Table of Elements .,530
Periodic Table of the Elements .,530
Periodic Table of,530
Periodic Table of Elements,530
Periodic Table,530
Periodic Table .,530
BSG .,531
"( BSG ) ,",531
"Glass ( BSG ) ,",531
( BSG ) layer,531
BSG,531
"Silicate Glass ( BSG ) ,",531
( BSG ) (,531
( BSG ) .,531
SLS,534
SLS .,534
Laser Sintering ( SLS ) or,534
"( for example , TISD ) ,",535
TISD .,535
TISD,535
"( for example , the TISD ) ,",535
SDC .,536
"( SDC ) ,",536
SDC,536
Voice over Internet Protocol ( VoIP ) calls,537
Voice - over Internet Protocol ( VoIP ) call,537
( VoIP ) server,537
VoIP,537
"( e . g . , using one or more protocols such as VoIP ) .",537
Voice Over Internet Protocol ( VoIP ) network,537
( VoIP ) network,537
over - Internet - Protocol ( VoIP ) network,537
Voice over Internet Protocol ( VoIP ) call,537
Voice over Internet Protocol ( VoIP ) communication,537
Voice over Internet Protocol ( VoIP ) service,537
"Voice over IP ( VoIP ) ,",537
"IP ( VoIP ) ,",537
Internet Protocol ( VoIP ) protocols,537
IL3,540
IL3 .,540
"IL3 ( more specifically , the insulating film IL1 ) .",540
( NLU ) is,541
NLU,541
( NLU ) processing,541
Natural Language Understanding ( NLU ) processing,541
( NLU ) to,541
UDP,545
"( UDP ) ,",545
UDP .,545
"User Datagram Protocol ( UDP ) ,",545
User Datagram Protocol ( UDP ) .,545
SITs,546
SIT .,546
SIT,546
"( SIT ) ,",546
PMUT,547
PMUT .,547
PMUTs,547
( PMUTs ) are,547
APD .,548
APD,548
APDs,548
Metal - Insulator - Metal ( MIM ) cap,549
( MIM ) cap,549
"( SiBCN ) ,",550
( SiBCN ) .,550
"( SiBCN ) , Silicon",550
"( e . g . , SiBCN ) to",550
( SiBCN ) or,550
"( e . g . , silicon nitride , SiBCN ) ,",550
SiBCN,550
"( e . g . , SiBCN ) may",550
SiBCN .,550
( SiBCN ) and,550
"( UAV ) ,",551
UAVs,551
UAV,551
"Unmanned Aerial Vehicle ( UAV ) ,",551
USB Type - C interfaces,557
USB Type - C interface,557
Halbach,558
Halbach ”,558
Transistors ( HEMTs ) enables,560
HEMTs,560
Transistor ( HEMT ) .,560
Transistor ( HEMT ) that,560
HEMT,560
"Transistor ( HEMT ) ,",560
"( HEMTs ) ,",560
Transistor ( HEMT ) With,560
MTDATA,561
( abbreviation : MTDATA ) ;,561
"( abbreviation : MTDATA ) ,",561
MTDATA .,561
"( MTDATA ) ,",561
CLC .,566
CLC,566
( CLC ) .,566
( CLC ) and,566
( CLC ) according,566
DIR .,567
( DIR ) for,567
DIR,567
( DIR ) or,567
DIRs,567
( CIP ) (,568
"( CIP ) ,",568
CIP .,568
( CIP ) or,568
( CIP ) .,568
( CIP ) of,568
( CIP ) for,568
( CIP ) to,568
CIP,568
( EMF ) .,569
EMF .,569
( EMFs ) of,569
( EMF ) in,569
( EMF ) that,569
EMF,569
EMFs,569
Ohm,571
"( e . g . , measured in Ohms ) .",571
Ohms .,571
Ohms,571
( Czochralski ) method,573
Czochralski ( CZ ) wa,573
Czochralski ( CZ ) method,573
Czochralski ( CZ ) or,573
CZ ( Czochralski ) method,573
Magnetic Czochralski ( MCZ ) method,573
Czochralski,573
JBS ( junction barrier Schottky ) structure,575
Schottky ( JBS ) structure,575
( JBS ) is,575
JBS,575
( JBS ) .,575
( hereinafter referred to as JBS ) is,575
JBS .,575
APC ( Auto Pressure Controller ) valve,579
APC .,579
APC ( Automatic Pressure Controller ) valve,579
APC ( Auto Pressure Controller ) or,579
APC,579
POE .,580
Ethernet ( POE ) system,580
Ethernet ( POE ) interfaces,580
POE ( Ethernet ) so,580
POE,580
"Silicate Glass ( PSG ) ,",581
PSG,581
PSG .,581
"Glass ( PSG ) ,",581
"( e . g . , PSG ) is",581
SADP,582
( SADP ) .,582
"( SADP ) ,",582
SADP .,582
PCT International Application No .,583
International Application No .,583
Microsoft Windows®,584
Windows®,584
Microsoft® Windows®,584
Windows OS,584
Microsoft Windows™,584
MS Windows,584
Windows,584
Windows™,584
Microsoft Windows,584
Microsoft Windows Operating System,584
( EDX ) using,586
"( EDX ) ,",586
( EDX ) is,586
EDX .,586
EDX,586
( EDX ) .,586
X - Ray Analysis ( EDX ) to,586
( EDX ) or,586
( EDX ) s,586
"CVD ( FCVD ) ,",587
CVD ( FCVD ) or,587
CVD ( FCVD ) (,587
"( FCVD ) ,",587
CVD ( FCVD ) ;,587
FCVD .,587
Flowable CVD ( FCVD ) ;,587
CVD ( FCVD ) .,587
Deposition ( FCVD ) .,587
FCVD,587
( FCVD ) .,587
"( LiFSI ) ,",589
LiFSI,589
LiFSI .,589
World Wide Web,591
Web,591
World Wide Web ( WWW ) .,591
"World Wide Web ( WWW ) ,",591
Worldwide Web,591
World Wide Web .,591
Web .,591
World Wide Web ( WWW ) or,591
Fin Field - Effect Transistor ( FinFET ) devices,595
Fin Field Effect Transistor ( FinFET ) devices,595
transistor ( FinFET ) devices,595
( FinFET ) devices,595
( FinFET ) device,595
Fin Field Effect Transistor ( FinFET ) device,595
Fin Field - Effect Transistor ( FinFET ) device,595
PLPs,596
PLP .,596
PLPs .,596
PLP,596
HDL,598
HDLs,598
"Hardware Description Language ( HDL ) ,",598
Hardware Description Language ( HDL ) and,598
SDB .,603
SDB,603
SDBs,603
( SDB ) and,603
Federal Communications Commission ( FCC ) has,604
"( FCC ) ,",604
"Federal Communications Commission ( FCC ) ,",604
"Federal Communication Commission ( FCC ) ,",604
US FCC,604
Federal Communications Commission ( FCC ) .,604
FCC,604
Federal Communications Commission ( FCC ) in,604
FCC .,604
International Patent,606
Patent Cooperation Treaty ( PCT ) International Patent,606
PCT International Patent,606
( CMA ) is,609
CMA .,609
CMA,609
"( CMA ) ,",609
( CMA ) system,609
( OIS ) to,610
OIS,610
DIN ( Deutsches Institut für Normung ) rail,611
DIN,611
DIN ( Deutsches Institut für Normung e . V . ),611
( DINU ) quality,611
"( LPF ) ,",612
LPF,612
LPFs,612
LPF .,612
TFET .,617
TFETs,617
FETs ( TFETs ) .,617
TFET,617
SOI MOSFET,618
SOI MOSFET .,618
SOI MOSFETs,618
HCL,620
HCL .,620
( crystal particle of LiVOPO4 ) with,621
LiVOPO4 .,621
LiVOPO4,621
( OSFP ) and,622
OSFP,622
OSFP .,622
( GCIB ) to,626
"( GCIB ) ,",626
Gas Cluster Ion Beams ( GCIB ) process,626
Gas Cluster Ion Beam ( GCIB ) process,626
GCIB .,626
( GCIB ) process,626
( GCIB ) or,626
GCIB,626
Beam ( GCIB ) process,626
( GCIB ) .,626
( GeSi ) ”,627
GeSi,627
“ Electrode,628
Electrode,628
“ Electrode ”,628
Electrodes,628
SPM,629
SPM .,629
"Sulfuric Peroxide Mixture ( SPM ) ,",629
( EMI ) shields,630
( EMI ) shield,630
Electro - Magnetic Interference ( EMI ) shield,630
PMOLED,631
PMOLED .,631
( PMOLED ) and,631
ISFET .,632
ISFETs,632
ISFETs .,632
( ISFET ) .,632
ISFET,632
DEMUX,633
DEMUXs,633
( DEMUX ) .,633
"( NVRAM ) ,",634
Access - Memory cells ( NVRAM ) of,634
NVRAM .,634
( NVRAM ) or,634
( NVRAM ) .,634
NVRAM,634
( SerDes ) .,635
SerDes,635
"( SerDes ) ,",635
HBT,636
HBT .,636
HBTs,636
"( RGBW ) ,",637
RGBW,637
"( CIC ) ,",638
( CIC ) and,638
CIC,638
Universal Integrated Circuit Card ( UICC ) .,640
UICC .,640
UICC,640
"CDMA ( WCDMA ) , CDMA",646
CDMA ( WCDMA ) network,646
"( WCDMA ) ,",646
"CDMA ( WCDMA ) ,",646
( WCDMA ) .,646
"Code Division Multiple Access ( WCDMA ) ,",646
WCDMA,646
CDMA ( WCDMA ) and,646
"Access ( WCDMA ) ,",646
Wideband Code Division Multiple Access ( WCDMA ) applications,646
WCDMA .,646
Logic Devices ( PLDs ) used,649
Programmable Logic Devices ( PLDs ) used,649
"Logic Device ( PLD ) ,",649
PLD,649
PLD .,649
"Logic Devices ( PLDs ) ,",649
"Device ( PLD ) ,",649
"Programmable Logic Devices ( PLDs ) ,",649
"Programmable Logic Device ( PLD ) ,",649
( INV ) 50,650
INV,650
802 . 11ac,652
IEEE 802 . 11ac,652
WLAN 802 . 11ac,652
"( for example , 802 . 11ac ) chip",652
IEEE802 . 11ac,652
CESD,654
CESDs,654
( CESD ) according,654
"( CESD ) ,",654
CESD .,654
MCFC .,655
MCFC,655
"( MCFC ) ,",655
MCFCs .,655
( MCFC ) with,655
MCFCs,655
"Molten Carbonate Fuel Cell ( MCFC ) ,",655
MCFC ( s ) may,655
"Internet Service Provider ( ISP ) ,",656
"Internet Service Providers ( ISPs ) ,",656
Internet Service Providers ( ISPs ) .,656
( ISP ) or,656
Internet Service Provider ( ISP ) .,656
ISP .,656
"( ISP ) ,",656
ISP,656
BiCMOS,659
"( BiCMOS ) ,",659
"( e . g . , BiCMOS ) .",659
NPD,660
"( NPD ) ,",660
( hereinafter will be abbreviated as NPD ) was,660
NPD .,660
"( hereinafter , abbreviated as NPD ) was",660
SUS®,662
SUS,662
Stainless ( SUS ) .,662
Steel Use Stainless ( SUS ) or Invar,662
SUS .,662
( EELS ) was,666
( EELS ) to,666
EELS,666
"( EELS ) ,",666
( EELS ) of,666
( EELS ) that,666
( EELS ) s,666
( EELS ) .,666
"( HPLC ) ,",668
HPLC .,668
( HPLC ) was,668
( HPLC ) .,668
( HPLC ) to,668
HPLC,668
Siemens,669
Siemens ( S ) /,669
Keithley Instruments Co .,670
Keithley Instruments,670
Keithley,670
Keithley Instruments Co . Ltd .,670
UMTS,672
( UMTS ) ;,672
Universal Mobile Telecommunication System ( UMTS ) or,672
UMTS ( Universal Mobile Telecommunications System ) .,672
Universal Mobile Telecommunications System ( UMTS ) .,672
"Universal Mobile Telecommunications System ( UMTS ) ,",672
Universal Mobile Telecommunications System ( UMTS ) family,672
Universal Mobile Telecommunications System ( UMTS ) network,672
( UMTS ) protocol,672
Universal Mobile Telecommunications System ( UMTS ) and,672
Universal Mobile Telecommunication System ( UMTS ) .,672
"( UMTS ) ,",672
UMTS .,672
"( MCPCBs ) ,",673
( MCPCB ) or,673
MCPCB,673
MCPCB .,673
MCPCBs,673
"( MCPCB ) ,",673
MCPCB ( Metal Core Printed Circuit Board ) .,673
( MCPCB ) .,673
Verilog™,676
Verilog,676
Verilog .,676
on - Package ( PoP ) technology,678
Package - on - Package ( PoP ) structures,678
( PoP ) process,678
( PoP ) structure,678
PoP,678
( EDMOS ) trans,679
EDMOS,679
Metal Oxide Semiconductor ( EDMOS ) trans,679
FinFET 200,680
FinFET 200 .,680
Building Server 100 .,681
Building Server 100,681
( DNN ) based,682
( DNN ) that,682
"Deep Neural Network ( DNN ) ,",682
"( DNN ) ,",682
DNNs,682
DNN,682
Deep Neural Network ( DNN ) having,682
DNN .,682
( DNN ) according,682
Deposition ( LPCVD ) process,683
CVD ( LPCVD ) process,683
( LPCVD ) process,683
LSM,686
LSM .,686
Manganite ( LSM ) .,686
IL4 .,688
IL4,688
NPA .,694
"( NPA ) ,",694
NPAs .,694
NPAs,694
NPA,694
( SOT - MRAM ) and,697
SOT - MRAM,697
Metal - Oxide - Metal ( MOM ) structure,698
MOM,698
DFE,699
( DFE ) .,699
"( DFE ) ,",699
XML .,701
( XML ) format,701
XML,701
eXtensible Markup Language ( XML ) objects,701
eXtensible Markup Language ( XML ) file,701
"( XML ) ,",701
"Solid State Disk ( SSD ) ,",702
"Solid State Disks ( SSDs ) ,",702
State Drive ( SSD ) .,702
Solid State Drive ( SSD ) .,702
"State Disks ( SSDs ) ,",702
SSD,702
SSD .,702
SSD ( Solid - State Drive ) storage,702
State Disk ( SSD ) equipped,702
"State Drive ( SSD ) ,",702
"Solid State Drive ( SSD ) ,",702
"SSD ( Solid State Drive ) ,",702
"( e . g . , WLAN ) ,",704
"Wireless Local Area Network ( WLAN ) ,",704
IEEE 802 . 11 WLAN,704
( WLAN ),704
"LAN ( WLAN ) ,",704
Wireless Local Area Network ( WLAN ) are,704
WLAN,704
"Wireless Area Networks ( WLAN ) ,",704
Wireless Local Area Network ( WLAN ) ;,704
WLAN IEEE,704
Wireless LAN ( WLAN ) networks,704
Wireless Local Area Network ( WLAN ) and,704
"Wireless LAN ( WLAN ) ,",704
Wireless LAN ( WLAN ) module,704
WLAN .,704
"Neodymium - Iron - Boron ( NdFeB ) ,",705
NdFeB .,705
NdFeB,705
VHP .,706
"( e . g . , by a VHP ) via",706
VHP,706
DGTFTs,708
DGTFT .,708
( DGTFT ) in,708
( for DGTFT ) .,708
DGTFT,708
VTFET .,712
( VTFETs ) having,712
VTFET,712
( VTFET ) having,712
"( VTFET ) ,",712
( VTFET ) with,712
VTFETs,712
Chip On Board ( COB ) technology,715
( COB ),715
COB,715
"( NBL ) ,",717
NBL,717
NBLs,717
NBL .,717
Kevlar ( aramid ) fiber,718
Kevlar,718
Kevlar®,718
"Kevlar® ( from the E . I . du Pont de Nemours and Company of Wilmington , Del . ) .",718
"( Kevlar® , manufactured by Du Pont K . K . )",718
Kevlar .,718
Kevlar® .,718
ANSI .,719
American National Standards Institute ( ANSI ) .,719
American National Standard Institute ( ANSI ) standards,719
American National Standards Institute ( ANSI ) is,719
ANSI,719
American National Standard Institute ( ANSI ) .,719
DCI,722
DCI ( Digital Cinema Initiatives ),722
RSOFC,724
Reversible Solid Oxide Fuel Cell ( RSOFC ) unit,724
Reversible Solid Oxide Fuel Cell ( RSOFC ) system,724
NiSi,725
"( NiSi ) ,",725
NiSi .,725
VLSI Tech .,727
"Integration ( VLSI ) ,",727
( VLSI ) and,727
VLSI Technology,727
VLSI,727
( VLSI ) .,727
"( VLSI ) ,",727
( VLSI ) technology,727
ASTM,728
ASTM International,728
International Association for Testing Materials ( ASTM ) has,728
ASTM Standard,728
BECM .,729
BECM,729
"Battery Energy Control Module ( BECM ) ,",729
Python®,731
"Python ( Python Software Foundation , Beaverton , Oreg . ) .",731
Python® .,731
Python™,731
Python,731
Python .,731
Electrolyte,732
Electrolyte —,732
Electrolytes,732
EMIB,734
EMIB ( Embedded Multi - Die Interconnect Bridge ) suffers,734
EMIB ( Embedded Multi - Die Interconnect Bridge ) and,734
Embedded Multi - Die Interconnect Bridge ( EMIB ) silicon,734
( IMT ) material,735
( IMT ) materials,735
International Mobile Telecommunications - Advanced ( IMT - A ) standard,736
International Mobile Telecommunications Advanced ( IMT - Advanced ) specification,736
"BCB ( BenzoCycloButene ) ,",740
"BenzoCycloButene ( BCB ) ,",740
"BCB ( Benzocyclobutene ) ,",740
BCB .,740
BCB,740
( BCB ),740
LiBOB,741
"( LiBOB ) ,",741
Kovar,745
Kovar ( trademark ) as,745
( Kovar ) and,745
( an alloy such as Kovar ) as,745
"( e . g . , Kovar® ) ,",745
Kovar®,745
Kovar® .,745
Kovar .,745
"( e . g . , Kovar ) ,",745
"( for example , Kovar ) that",745
"( e . g . , Kovar ) .",745
MICRO USB 2,746
MICRO USB 2 . 0,746
MICRO USB 2 .,746
Scanning Electron Microscope ( SEM ) .,749
"Scanning Electron Microscopy ( SEM ) ,",749
Scanning Electron Microscope ( SEM ) The,749
"Scanning Electron Microscope ( SEM ) ,",749
Electron Microscopy ( SEM ) provided,749
SEM ( Scanning Electron Microscope ) .,749
"( SEM ) ,",749
SEM ( Scanning Electron Microscope ) is,749
Electron Microscopy ( SEM ) F,749
SEM,749
Electron Microscopy ( SEM ) and,749
SEM .,749
"Electron Microscopy ( SEM ) ,",749
Scanning Electron Microscope ( SEM ) was,749
Electron Microscopy ( SEM ) .,749
( SEM : Scanning Electron Microscope ) was,749
Scanning Electron Microscopy ( SEM ) and,749
PDU .,751
PDU,751
LC Power Distribution Units ( PDUs ) to,751
"( PCBM ) ,",754
PCBM,754
